smiles,BBBP,group
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1,training
CN1c2ccccc2C(c2ccccc2F)=NCC1CNC(=O)c1ccsc1,1,training
CC1(C)SC2C(NC(=O)CSc3ccccc3)C(=O)N2C1C(=O)O,0,training
C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,training
O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,1,training
CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,training
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0,training
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@@H]1NCOC,0,training
NC1CCCC1c1ccccc1,1,training
COCOC(=O)C1N2C(=O)C(N3C(=O)C(c4ccccc4)NC3(C)C)[C@H]2SC1(C)C,0,training
CC(=O)C1CCC2C3CC[C@H]4C[C@](C)(O)CC[C@]4(C)C3CC[C@]12C,1,training
CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)CC[C@]5(C)C4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,training
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,training
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,1,training
O=c1[nH]c2ccccc2c(=O)n1CCN1CC2CC(c3ccc(F)cc3)C2C1,1,training
CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,1,training
c1ccc2c(c1)CCNC2,1,training
CCOc1cc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2)ccc1CCC(=O)O,0,training
COc1cc(C=CC(N)=O)cc(OC)c1OC,1,training
C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,1,training
C=C1CC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,1,training
CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,1,training
CC(C)OP(=O)(F)OC(C)C,0,training
N#Cc1ccc(OCC2CCN(C/C=C/I)CC2)cc1,1,training
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0,training
FCOC(C(F)(F)F)C(F)(F)F,1,training
CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,1,training
CCC1(c2ccccc2)CCC(=O)NC1=O,1,training
CON=C(C(=O)NC1C(=O)N(OCC(=O)O)C1C)c1csc(N)n1,0,training
COc1ccc(CCNC[C@@H](O)c2ccc(O)cc2)cc1OC,0,training
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,training
CC12C=CC(=O)C=C1C(F)CC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1,training
Ic1ccc(CN2CCCCC2)cc1CN1CCCCC1,1,training
CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,1,training
COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,training
CN1CCC23c4c5ccc(OC(=O)c6cccnc6)c4OC2C(OC(=O)c2cccnc2)C=CC3C1C5,1,training
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,0,training
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0,training
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,0,training
Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(O)c(C(=O)[O-])c2[n+]3[C@H](C)S2)CC1,0,training
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1OC1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1,training
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,0,training
CCC(C(N)=O)N1CCCC1=O,1,training
CNC(=O)CCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
Cc1c(O)c(=O)ccn1C,1,training
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3C(=O)CC12C,1,training
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,0,training
CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,1,training
N[C@@H]1CCCC[C@@H]1N,0,training
CN[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1,training
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1,training
O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,1,training
CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(O/C=C\[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)C(C)=CC=CC(C)C(=O)N2)O4,0,training
CC1(C)S[C@@H]2C(NC(=O)C(NC(=O)Nc3c[nH]c(Nc4ccc(S(N)(=O)=O)cc4)nc3=O)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0,training
CC(C)CO,1,training
CCC(=O)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1,training
CNC(=O)CCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
CCCCC(C)(O)C/C=C/[C@@H]1C(CCCCCCC(=O)OC)C(=O)C[C@H]1O,1,training
CC(=O)C1CC[C@@H]2C3=CC=C4CC(=O)CCC4(C)[C@@H]3CCC12C,0,training
C[C@@H](N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C,0,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1,0,training
Nc1ccc(S(N)(=O)=O)cc1,0,training
O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1,1,training
NC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,1,training
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1,training
CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,1,training
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0,training
Oc1ccc(O)n1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,1,training
NCC[C@@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0,training
C=CC1(C)C[C@H](OC(=O)CSC2C[C@@H]3CC[C@@H](C2)N3C)C2(C)[C@H](C)CCC3(CCC(=O)[C@@H]32)[C@@H](C)[C@H]1O,0,training
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,training
CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0,training
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,1,training
O=C(c1ccccn1)N1CCN(Cc2ccccc2)CC1,1,training
Nc1nc(N2CCCCC2)cc[n+]1[O-],1,training
COc1ccc(CNc2nc(N3CCC[C@@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,0,training
CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0,training
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,1,training
O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,1,training
CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1,1,training
COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,0,training
C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,1,training
CCCC(C)(COC(N)=O)COC(=O)NC,0,training
CCCCc1oc2ccc(N=S(C)(=O)[O-])cc2c1C(=O)c1ccc(OCCC[N+](CCCC)CCCC)cc1,0,training
CC(C)c1cn([C@@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0,training
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0,training
CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1,0,training
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,0,training
CC(C)NC[C@@H](O)c1cc(O)cc(O)c1,1,training
CCCC(=O)O[C@]1(C(C)=O)CCC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
CN1CCN(CC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)CC1,1,training
C=COCC(F)(F)F,1,training
Cc1cnn(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,0,training
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1,training
O=S1(=O)N[C@H]2CCCN2c2ccccc21,0,training
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,0,training
CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21,1,training
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1,training
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,0,training
CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,0,training
CN1CCC2=C(C1)[C@H](c1ccccc1)c1ccccc12,1,training
O=c1[nH]c2ccccc2n1CCCN1CCC(Nn2c(=O)[nH]c3cc(Cl)ccc32)CC1,1,training
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,1,training
CCOC(=O)N(Cc1ccccc1)C1CC1,1,training
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,0,training
CCC(c1cccc(O)c1)[C@H](C)CN(C)C,1,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,0,training
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0,training
CCC(O)(COC(N)=O)c1ccccc1,1,training
Cc1ccc2c(c1)C(N1CCN(C)CC1)=Nc1ccccc1S2,1,training
O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2,1,training
CC1OC2(CCCCC2Oc2cccc(Cl)c2)NC1=O,1,training
CC(=O)[C@]1(N)C=C2C(=O)c3c(c(O)c4ccccc4c3O)C(=O)C2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1,0,training
CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1,training
CN(C)CCO[C@@](C)(c1ccccc1)c1ccccn1,1,training
CC(=O)OC1CC[C@@]2(C)C([C@@H]1Br)[C@H](Br)C[C@H]1[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]12,1,training
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,1,training
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,1,training
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,1,training
CC(=O)OCC1=COC(OC(=O)CC(C)C)C2C1=CC(OC(=O)CC(C)C)C21CO1,1,training
CC1(C)O[C@@H]2C[C@H]3C4CC=C5CC(=O)C=CC5(C)[C@H]4C(O)CC3(C)[C@]2(C(=O)CO)O1,1,training
CCCN(CCC)CCc1ccc(O)c2[nH]c(C)cc12,1,training
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,1,training
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,0,training
COc1ccc(C#N)cc1C(=O)NCCN1CCC(C(=O)c2ccc(F)cc2)CC1,1,training
C#CC1(O)C=C[C@H]2[C@H]3CC=C4CC(=O)CCC4[C@H]3CCC21CC,0,training
CCCC(C)C,1,training
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O,0,training
CNC(C)C(=O)c1ccc(OC)cc1,0,training
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,0,training
CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3(F)C(O)CC21C,1,training
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,1,training
CCCCNC(=S)Nc1ccccc1,0,training
NNCC1CCCCC1,1,training
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,training
CC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,1,training
Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)C1C=CC2C2C=CC12,1,training
N=C(N)N1CCc2ccccc2C1,0,training
CN1C(=O)CC[C@H]1c1cccnc1,1,training
COC(=O)C1C=C2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,0,training
CC(CN(C)C)CN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,training
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1,training
COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@H]1C[C@H](N)C[C@H](C)O1)C3=O,0,training
CCCCn1ccc(=O)c(O)c1C,1,training
O=C(NC[C@@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0,training
COc1ccc2c(c1)C(=CCCN(C)C)c1ccccc1O2,1,training
[N]C(=NC(=N)Nc1ccc(Cl)cc1)NCCCCCCNC([N])=NC(=N)Nc1ccc(Cl)cc1,0,training
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,1,training
Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,1,training
CCN(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C,1,training
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,0,training
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,1,training
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,1,training
CC(=O)/C=C/c1cccs1,0,training
CCNCc1c(CSC)cnc(C)c1O,1,training
Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,1,training
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,0,training
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,1,training
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,training
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1,training
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,1,training
CN=C(NC=[N+]([O-])O)NCCSCc1coc(CN(C)C)c1,0,training
CN1CCN(CC(=O)C2(O)CCC3C4CC=C5CC(=O)C=CC5(C)C4C(O)CC32C)CC1,1,training
Fc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1,1,training
c1ccc2c(c1)CCN1CCNCC21,1,training
O=C(O)CCCO,1,training
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1,training
Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,0,training
CN(C)C1C(=O)C(C(=O)NCN2CCN(C(N)=NC(=N)N)CC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0,training
CCC(C)C(CC)C(N)=O,1,training
Clc1ccc([C@@H]2[C@H]3CC[C@@H](C3)C23CCC(N2CCOCC2)=N3)cc1,1,training
CCC(C)CC,1,training
C[C@@H]1OC2(CS1)CN1CCC2CC1,0,training
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,training
CC(C)(C)C(O)C=Cc1ccc2c(c1)OCO2,1,training
O=C(NCCS(=O)(=O)O)c1cccs1,0,training
CC(=O)NCCn1c(C)cc(C=O)c1C,1,training
OCC(Br)(Br)Br,1,training
CCCc1[nH]c(C(C)(C)O)c(C(=O)[O-])[n+]1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,training
FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1,training
NCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1,training
CN(C)C1C(=O)C(C(=O)NCN2CCN(CCO)CC2)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,0,training
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)C(O)c4ccccc4)C3SC2)s1,0,training
NCC1CC(=O)N(Cc2ccccc2)C1,1,training
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
O=[N+]([O-])C1=CC=NC1NCCSCc1ncccc1Br,1,training
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1,training
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,0,training
O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12,0,training
NC(=O)C1c2ccccc2C=Cc2ccccc21,1,training
CCNc1nc(O)c(-c2ccccc2)o1,1,training
NCCn1ncc2cc(Cl)c(Cl)cc21,1,training
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,1,training
O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,1,training
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,1,training
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,1,training
CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,1,training
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1,training
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,1,training
CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,1,training
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,0,training
CC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,training
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,1,training
CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O,1,training
CC(C)(C)NC(=O)C1CC[C@@H]2[C@@H]3CC[C@@H]4NC(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]12C,1,training
On1ccccc1=S,0,training
CC[C@H]1CC(=O)C2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)C(C4)[C@H]13,1,training
NC1CONC1=O,1,training
OC(c1ccccc1)(c1ccccc1)C1CCNCC1,1,training
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)C(C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)C(C)C(=O)C(C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,training
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,1,training
CN(C)CCN(Cc1cccs1)c1ccccn1,1,training
CC1(C)OC2CC3C4CCC5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1,training
CC(CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,1,training
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0,training
COC(=O)c1cncn1C(C)c1ccccc1,1,training
CN=C(C=[N+]([O-])[O-])NCCSCc1ccc(C[N+](C)C)o1,0,training
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,training
COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2,1,training
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,1,training
CCNC(NC#N)NCCSCc1ncccc1Br,0,training
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,0,training
CCCCCC1(CC)C(=O)NC(=O)NC1=O,0,training
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,0,training
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO,1,training
NC12CC3CC(CC(C3)C1)C2,1,training
OCCN1CCN(CC/C=C2/c3ccccc3COc3ccc(Cl)cc32)CC1,1,training
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1,training
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,0,training
C[C@H](O)C1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@@H](C)[C@@H]12,0,training
CN(C)Cc1ccc(CSCCNc2[nH]cc(Cc3ccccc3)c2[N+](=O)[O-])o1,1,training
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1,training
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,training
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,1,training
Nc1ccc2c(c1)[N+]=c1cc(N)ccc1=C2,0,training
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1,training
Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,1,training
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(C(C)(C)N)o3)nc2=O)cn1,0,training
CCC1C(=O)NC(=O)C1(C)c1ccccc1,1,training
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,1,training
ON1CC(=NCC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1,1,training
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,1,training
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0,training
Oc1cccc(C2=C3C=CC(=[N+]3)C(c3cccc(O)c3)=c3ccc([nH]3)=C(c3cccc(O)c3)C3=NC(=CC3)C(c3cccc(O)c3)c3ccc2[nH]3)c1,0,training
CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0,training
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1,training
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CCOCC1CC1,1,training
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,0,training
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CCl)O1,1,training
COc1ccc(C2(C#N)CCC(C(=O)O)CC2)cc1OC1CCCC1,1,training
CC(C)n1cc2c3c(cccc31)[C@H]1CC(C(=O)NC3CCCCC3)CN(C)[C@@H]1C2,1,training
C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CC=C4CC(=O)CCC4[C@@H]3CC[C@@]21CC,1,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C/Sc3n[nH]c(=O)c(=O)n3CC=O)CS[C@H]12)c1csc(N)n1,0,training
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,1,training
c1ccc2nc(N3CCNCC3)ccc2c1,1,training
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)C(O)c4ccccc4)[C@H]3SC2)s1,0,training
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,1,training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CS,1,training
CN[C@@H](C)[C@@H](O)c1ccccc1,0,training
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,training
Cc1cc(=O)n(-c2ccccc2)n1C,1,training
COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,0,training
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C,1,training
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,1,training
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0,training
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1ccco1,0,training
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,training
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,0,training
Cn1nc(-c2cccnc2)nc1-c1ccccc1CO,1,training
CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1,0,training
COc1cccnc1CCCCNc1nc(=O)c(Cc2ccc(C)nc2)c[nH]1,0,training
C[n+]1ccccc1C=NO,0,training
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,training
